# Type: scattered data
# Version: 8
# Description: Fault 59 extracted from fault_complete.dat
# Format: free
# Field: 1 x
# Field: 2 y
# Field: 3 z meters
# Field: 4 faultid non-numeric
# Field: 5 lineid non-numeric
# Projection: Universal Transverse Mercator
# Zone: 11
# Units: meters
# Ellipsoid: GRS 1980/NAD83
# Zdatum_above_MSL: 0.000000
# End:
295974.8671	4475990.225	-2253.309146	59	SectionD
296172.9833	4475990.225	-1909.50567	59	SectionD
296489.9692	4475990.225	-1371.76177	59	SectionD
296934.6299	4475990.225	-596.0000797	59	SectionD
297410.1088	4475990.225	272.3240854	59	SectionD
297731.4973	4475990.225	902.630459	59	SectionD
297876.7825	4475990.225	1237.618462	59	SectionD
297956.029	4475990.225	1471.228516	59	SectionD
297843.558	4476209.876	1378.078369	59
297842.809	4476207.307	1378.530762	59
297842.189	4476206.259	1378.720581	59
297842.032	4476204.086	1379.172119	59
297842.575	4476204.048	1379.195312	59
297842.499	4476202.962	1379.433105	59
297843.042	4476202.923	1379.457153	59
297842.965	4476201.837	1379.703979	59
297843.937	4476200.131	1380.139526	59
297843.899	4476199.588	1380.273071	59
297844.366	4476198.463	1380.575073	59
297844.289	4476197.377	1380.862793	59
297844.833	4476197.338	1380.889526	59
297844.718	4476195.709	1381.342041	59
297845.69	4476194.003	1381.87561	59
297845.611	4476192.916	1382.206055	59
297846.152	4476192.878	1382.235474	59
297846.114	4476192.335	1382.404663	59
297846.657	4476192.296	1382.434937	59
297846.614	4476191.753	1382.606812	59
297848.668	4476189.97	1383.265991	59
297848.63	4476189.427	1383.447754	59
297849.173	4476189.389	1383.482422	59
297849.135	4476188.846	1383.665894	59
297850.221	4476188.769	1383.738037	59
297850.183	4476188.226	1383.924316	59
297851.657	4476185.939	1384.805176	59
297852.124	4476184.814	1385.242554	59
297853.094	4476183.108	1385.934692	59
297854.566	4476180.82	1386.906494	59
297855.648	4476180.743	1386.991089	59
297855.607	4476180.2	1387.20752	59
297856.148	4476180.162	1387.248535	59
297857.118	4476178.456	1387.990479	59
297857.003	4476176.826	1388.666626	59
297857.47	4476175.701	1389.167114	59
297857.432	4476175.158	1389.399658	59
297858.327	4476172.366	1390.665405	59
297858.792	4476171.241	1391.190063	59
297860.23	4476168.41	1392.543945	59
297860.192	4476167.867	1392.795166	59
297861.164	4476166.161	1393.631592	59
297862.602	4476163.33	1395.03186	59
297862.564	4476162.787	1395.294556	59
297864.041	4476160.5	1396.45166	59
297864.584	4476160.461	1396.482788	59
297866.061	4476158.174	1397.646118	59
297866.528	4476157.049	1398.217163	59
297867.071	4476157.011	1398.243774	59
297867.033	4476156.468	1398.516357	59
297868.586	4476155.267	1399.139893	59
297870.139	4476154.066	1399.759888	59
297870.683	4476154.028	1399.783081	59
297870.644	4476153.484	1400.057373	59
297872.272	4476153.37	1400.123291	59
297873.315	4476152.75	1400.438599	59
297873.856	4476152.712	1400.458252	59
297874.9	4476152.092	1400.77002	59
297875.443	4476152.054	1400.788696	59
297876.489	4476151.434	1401.096924	59
297877.55	4476151.356	1401.131592	59
297879.027	4476149.069	1402.268188	59
297880.542	4476147.325	1403.126831	59
297882.524	4476144.456	1404.537842	59
297883.534	4476143.293	1405.101685	59
297885.554	4476140.967	1406.216797	59
297886.021	4476139.843	1406.767334	59
297885.983	4476139.299	1407.042603	59
297886.526	4476139.261	1407.043457	59
297888.041	4476137.517	1407.862915	59
297889.556	4476135.773	1408.672607	59
297891.071	4476134.028	1409.472534	59
297892.586	4476132.284	1410.259888	59
297894.06	4476129.997	1411.30481	59
297895.528	4476127.709	1412.335327	59
297896.071	4476127.67	1412.322021	59
297896.033	4476127.127	1412.587402	59
297896.576	4476127.089	1412.571411	59
297896.538	4476126.546	1412.835938	59
297897.081	4476126.508	1412.819946	59
297897.043	4476125.964	1413.085327	59
297897.586	4476125.926	1413.068481	59
297897.548	4476125.383	1413.331177	59
297899.178	4476125.268	1413.27771	59
297900.691	4476123.524	1414.004639	59
297902.244	4476122.323	1414.458862	59
297903.759	4476120.579	1415.160767	59
297905.853	4476119.339	1415.571411	59
297905.815	4476118.796	1415.824341	59
297906.358	4476118.758	1415.798584	59
297906.32	4476118.215	1416.049805	59
297907.406	4476118.138	1415.998047	59
