# Type: scattered data
# Version: 80
# Description: Fault 29 extracted from fault_complete.dat
# Format: free
# Field: 1 x meters
# Field: 2 y meters
# Field: 3 z meters
# Field: 4 faultid non-numeric
# Field: 5 lineid non-numeric
# Ditto: lineid
# Projection: Universal Transverse Mercator
# Zone: 11
# Units: meters
# Ellipsoid: GRS 1980/NAD83
# Zdatum_above_MSL: 0.000000
# End:
294240.787	4465132.671	1395.437988	"29"	""
294241.942	4465133.193	1395.552856	"29"	""
294243.728	4465135.391	1395.7052	"29"	""
294244.882	4465135.913	1395.827271	"29"	""
294246.102	4465138.133	1395.918945	"29"	""
294246.713	4465139.243	1395.965332	"29"	""
294248.499	4465141.441	1396.126587	"29"	""
294248.565	4465143.139	1396.086426	"29"	""
294249.785	4465145.359	1396.172852	"29"	""
294251.005	4465147.579	1396.258423	"29"	""
294252.247	4465150.365	1396.328735	"29"	""
294253.468	4465152.585	1396.415161	"29"	""
294254.71	4465155.371	1396.483765	"29"	""
294255.952	4465158.156	1396.550537	"29"	""
294257.194	4465160.942	1396.615601	"29"	""
294257.804	4465162.052	1396.657471	"29"	""
294257.936	4465165.448	1396.5354	"29"	""
294259.156	4465167.668	1396.61377	"29"	""
294259.222	4465169.366	1396.547852	"29"	""
294259.854	4465171.042	1396.562988	"29"	""
294259.986	4465174.438	1396.423096	"29"	""
294260.118	4465177.834	1396.2771	"29"	""
294260.25	4465181.23	1396.124756	"29"	""
294260.381	4465184.625	1395.966187	"29"	""
294260.513	4465188.021	1395.802246	"29"	""
294260.645	4465191.417	1395.632202	"29"	""
294261.887	4465194.203	1395.650879	"29"	""
294263.108	4465196.423	1395.696289	"29"	""
294264.284	4465197.511	1395.800537	"29"	""
294265.526	4465200.297	1395.810303	"29"	""
294266.746	4465202.517	1395.848633	"29"	""
294267.988	4465205.303	1395.850342	"29"	""
294268.054	4465207.001	1395.749756	"29"	""
294269.296	4465209.787	1395.744385	"29"	""
294269.928	4465211.463	1395.722168	"29"	""
294270.06	4465214.858	1395.510132	"29"	""
294270.207	4465218.253	1395.296387	"29"	""
294270.338	4465221.649	1395.076294	"29"	""
294270.485	4465225.044	1394.856323	"29"	""
294269.962	4465226.198	1394.702271	"29"	""
294270.028	4465227.896	1394.589966	"29"	""
294269.02	4465230.769	1394.248901	"29"	""
294269.1	4465232.467	1394.137451	"29"	""
294268.1	4465235.906	1393.758911	"29"	""
294268.166	4465237.604	1393.644897	"29"	""
294267.644	4465238.758	1393.494385	"29"	""
294267.775	4465242.154	1393.265503	"29"	""
294267.907	4465245.55	1393.035645	"29"	""
294269.149	4465248.336	1392.986694	"29"	""
294269.76	4465249.446	1392.980469	"29"	""
294269.825	4465251.144	1392.862915	"29"	""
294270.436	4465252.254	1392.855713	"29"	""
294270.501	4465253.952	1392.738159	"29"	""
294271.722	4465256.172	1392.720337	"29"	""
294272.332	4465257.282	1392.711426	"29"	""
294274.118	4465259.48	1392.760376	"29"	""
294275.36	4465262.265	1392.697144	"29"	""
294276.581	4465264.485	1392.67041	"29"	""
294277.801	4465266.705	1392.637451	"29"	""
294279.065	4465270.057	1392.510132	"29"	""
294280.285	4465272.277	1392.462891	"29"	""
294281.527	4465275.063	1392.363159	"29"	""
294282.769	4465277.849	1392.254517	"29"	""
294283.99	4465280.069	1392.187622	"29"	""
294285.232	4465282.855	1392.062988	"29"	""
294286.452	4465285.075	1391.981934	"29"	""
294287.694	4465287.861	1391.841187	"29"	""
294288.936	4465290.647	1391.691528	"29"	""
294290.157	4465292.867	1391.589966	"29"	""
294291.377	4465295.087	1391.482178	"29"	""
294293.163	4465297.284	1391.427856	"29"	""
294293.773	4465298.394	1391.369141	"29"	""
294295.56	4465300.592	1391.303223	"29"	""
294296.714	4465301.114	1391.357544	"29"	""
294297.934	4465303.334	1391.226562	"29"	""
294299.154	4465305.554	1391.089355	"29"	""
294300.374	4465307.774	1390.947754	"29"	""
294301.529	4465308.296	1390.994995	"29"	""
294302.139	4465309.406	1390.921021	"29"	""
294303.925	4465311.604	1390.824829	"29"	""
294304.535	4465312.714	1390.747314	"29"	""
294306.322	4465314.912	1390.642212	"29"	""
294307.542	4465317.132	1390.480103	"29"	""
294309.328	4465319.33	1390.366943	"29"	""
294310.548	4465321.55	1390.196899	"29"	""
294311.791	4465324.336	1389.955444	"29"	""
294313.011	4465326.556	1389.780029	"29"	""
294314.275	4465329.908	1389.462036	"29"	""
294315.495	4465332.128	1389.282959	"29"	""
294316.715	4465334.348	1389.102173	"29"	""
294317.892	4465335.436	1389.060303	"29"	""
294317.958	4465337.133	1388.850098	"29"	""
294319.178	4465339.353	1388.668335	"29"	""
294320.398	4465341.573	1388.485718	"29"	""
294320.994	4465342.684	1388.394043	"29"	""
294321.06	4465344.382	1388.185547	"29"	""
294322.265	4465346.603	1388.003906	"29"	""
294323.515	4465349.955	1387.686768	"29"	""
294324.743	4465352.742	1387.441772	"29"	""
294325.949	4465354.963	1387.267212	"29"	""
294326.544	4465356.073	1387.179932	"29"	""
294326.582	4465357.773	1386.978638	"29"	""
294327.177	4465358.883	1386.893066	"29"	""
294327.157	4465360.586	1386.690063	"29"	""
294328.377	4465362.806	1386.526978	"29"	""
