# Type: scattered data
# Version: 80
# Description: Fault 24 extracted from fault_complete.dat
# Format: free
# Field: 1 x meters
# Field: 2 y meters
# Field: 3 z meters
# Field: 4 faultid non-numeric
# Field: 5 lineid non-numeric
# Ditto: lineid
# Projection: Universal Transverse Mercator
# Zone: 11
# Units: meters
# Ellipsoid: GRS 1980/NAD83
# Zdatum_above_MSL: 0.000000
# End:
295660.8329	4478507.641	-2083.330266	"24"	"SectionF"
297659.289	4478507.641	1386.225098	"24"	"SectionF"
297978.582	4479052.93	1377.433472	"24"	"SectionF"
297979.492	4479054.007	1377.34082	"24"	"SectionF"
297980.639	4479054.821	1377.314941	"24"	"SectionF"
297981.513	4479055.923	1377.216064	"24"	"SectionF"
297982.972	4479057.854	1377.038818	"24"	"SectionF"
297984.415	4479059.223	1376.953369	"24"	"SectionF"
297985.874	4479061.154	1376.780518	"24"	"SectionF"
297987.614	4479063.078	1376.637939	"24"	"SectionF"
297988.488	4479064.18	1376.547119	"24"	"SectionF"
297990.22	4479065.823	1376.454468	"24"	"SectionF"
297991.96	4479067.746	1376.321777	"24"	"SectionF"
297993.13	4479069.404	1376.178345	"24"	"SectionF"
297994.87	4479071.328	1376.052734	"24"	"SectionF"
297996.04	4479072.985	1375.916504	"24"	"SectionF"
297997.772	4479074.627	1375.841675	"24"	"SectionF"
297998.935	4479076.004	1375.752563	"24"	"SectionF"
297999.512	4479076.551	1375.730347	"24"	"SectionF"
298000.679	4479078.209	1375.605591	"24"	"SectionF"
298002.138	4479080.14	1375.475586	"24"	"SectionF"
298002.427	4479080.414	1375.46582	"24"	"SectionF"
298003.019	4479081.524	1375.369629	"24"	"SectionF"
298004.204	4479083.744	1375.185181	"24"	"SectionF"
298004.497	4479084.3	1375.139771	"24"	"SectionF"
298006.242	4479086.505	1375.024902	"24"	"SectionF"
298007.693	4479088.155	1374.959839	"24"	"SectionF"
298009.152	4479090.086	1374.867188	"24"	"SectionF"
298009.463	4479091.204	1374.765625	"24"	"SectionF"
298010.925	4479093.134	1374.68811	"24"	"SectionF"
298012.376	4479094.784	1374.648926	"24"	"SectionF"
298012.739	4479097.87	1374.366577	"24"	"SectionF"
298013.036	4479098.425	1374.341675	"24"	"SectionF"
298013.962	4479101.496	1374.151001	"24"	"SectionF"
298014.607	4479104.575	1373.963135	"24"	"SectionF"
298015.222	4479106.528	1373.881104	"24"	"SectionF"
298015.259	4479107.935	1373.792114	"24"	"SectionF"
298015.859	4479109.326	1373.765381	"24"	"SectionF"
298016.2	4479111.568	1373.677124	"24"	"SectionF"
298016.504	4479112.404	1373.664673	"24"	"SectionF"
298016.564	4479114.654	1373.569336	"24"	"SectionF"
298016.912	4479117.178	1373.506104	"24"	"SectionF"
298016.972	4479119.428	1373.441162	"24"	"SectionF"
298016.44	4479120.568	1373.360962	"24"	"SectionF"
298016.218	4479122.825	1373.290527	"24"	"SectionF"
298016.278	4479125.075	1373.257568	"24"	"SectionF"
